timestamp,exchange,pcr_total_oi,pcr_itm_oi,pcr_total_volume,futures_premium,time_to_expiry_hours,vix,underlying_price,underlying_future_price,underlying_future_oi,total_itm_oi_ce,total_itm_oi_pe,atm_shift_intensity,itm_ce_breadth,itm_pe_breadth,percent_oichange_fut_3m,itm_oi_ce_pct_change_3m_wavg,itm_oi_pe_pct_change_3m_wavg,itm_volume_ce_pct_change_3m_wavg,itm_volume_pe_pct_change_3m_wavg,put_call_iv_skew,otm_put_premium,net_gamma_exposure,gamma_flip_level,dealer_vanna_exposure,dealer_charm_exposure,ce_volume_to_oi_ratio,pe_volume_to_oi_ratio,ce_oi_spike,pe_oi_spike,avg_ce_iv,avg_pe_iv,atm_iv,otm_pe_avg_iv,atm_iv_change_3m,atm_iv_change_5m,atm_iv_change_15m,atm_iv_spike,iv_incline_intensity,iv_momentum,itm_ce_iv_change_3m,itm_pe_iv_change_3m,iv_spike_strikes_count,iv_incline_direction,max_iv_pct_away_from_atm,max_iv_strike_distance,bid_ask_spread,order_book_imbalance,ce_pct_change_3m,pe_pct_change_3m,ce_oi_momentum_5,ce_oi_momentum_10,ce_oi_momentum_20,pe_oi_momentum_5,pe_oi_momentum_10,pe_oi_momentum_20,price_momentum_5,price_momentum_10,price_momentum_20,price_momentum_30,price_zscore_5,price_zscore_10,price_zscore_20,price_zscore_30,price_roc_5m,price_roc_15m,price_roc_30m,realized_vol_5m,vol_risk_premium,pcr_x_vix,futures_premium_x_time,breadth_divergence,oi_pressure_ratio,hour,minute,time_to_close_hours,is_opening_hour,is_closing_hour,is_lunch_hour,vix_contango_pct,term_structure_spread,depth_buy_total,depth_sell_total,depth_imbalance_ratio,macro_fii_dii_net,macro_usdinr_trend,macro_crude_trend,macro_sentiment_score_50,macro_sentiment_score_100,macro_trin_50,macro_trin_100,macro_bse_sentiment_score_100,macro_bse_sentiment_score_200,macro_banknifty_corr,macro_risk_on_score,order_flow_toxicity,bid_ask_bounce_score,block_trade_count,block_trade_imbalance,sweep_order_detected,smart_money_flow,sin_time,cos_time,total_itm_oi_ce_ratio,total_itm_oi_pe_ratio,oi_concentration_ratio,oi_concentration_top3_ce,oi_concentration_top3_pe,oi_skewness,oi_skewness_ce,oi_skewness_pe,oi_velocity_ce,oi_velocity_pe,oi_velocity_total,oi_velocity_ce_per_minute,oi_velocity_pe_per_minute,max_pain_distance,pin_risk_probability,theta_acceleration,sentiment_ad_ratio_50,sentiment_ad_ratio_100,sentiment_trin_50,sentiment_trin_100,sentiment_score,sentiment_fii_net_crores,sentiment_dii_net_crores,sentiment_inst_net_crores,oi_next_sentiment,nse_next_oi_call_total,nse_next_oi_put_total,nse_next_oi_change_call_total,nse_next_oi_change_put_total,nse_next_volume_call_total,nse_next_volume_put_total,nse_next_oi_change_diff_put_call,volume_velocity,volume_acceleration,itm_oi_bearish_divergence,itm_oi_bullish_divergence,eod_position_winding,itm_oi_flow_direction,is_eod_winding_window,itm_dominance_signal,itm_divergence_strength,itm_dominance_ratio,is_post_1145,itm_dominance_signal_weighted,itm_volume_dominance_signal,itm_volume_divergence_strength,itm_combined_dominance_signal,itm_signal_agreement,itm_post_1145_enhanced_signal,target
2026-01-07 09:15:00+00:00,NSE,1.0543935008716105,2.706327171259156,0.0,140.14999999999782,0.0,9.75,26125.7,26234.9,14064115.0,4658875.0,12608440.0,0.04522915101427498,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,7.883636363636363,2.5489999999999995,0.0,26150.0,0.0,0.0,0.0,0.0,0.0,0.0,33.21454545454546,41.09818181818182,33.525,36.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.02087994034304,2.0,-6.9622222222222225,-0.011555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011459698151550235,-0.0011459698151550235,-0.0011459698151550235,-0.0011459698151550235,-1.620975351463212,-2.5878805846674897,-3.873613834585666,-4.832052408543731,-0.11459698151550235,-0.11459698151550235,-0.11459698151550235,0.17743906307870486,9.842560936921295,10.565022878733537,0.0,0.0,0.0,9,15,6.25,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018925056775170326,60.0,56.0,1.0,1.0,0.0,0.0,-0.2527,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6593458151000686,-0.7518398074789776,0.05978247270482847,0.15344454429242238,0.5274534991640527,0.0,0.0,1.4339771660456149,1.2691269566006491,1.5988273754905806,0.0,0.0,0.0,0.0,0.0,-55.04999999999927,0.2203433595580157,0.0,0.7307692307692307,0.631578947368421,1.0,1.0,40.45,0.0,0.0,0.0,-417832.0,542262.0,247640.0,373957.0,-43875.0,42167261.0,34756129.0,-417832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 09:16:00+00:00,NSE,1.0543935008716105,2.706327171259156,0.0,132.75,0.0,10.13,26113.2,26216.0,14069250.0,4658875.0,12608440.0,0.03700566901167952,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,7.883636363636363,2.5489999999999995,0.0,26150.0,0.0,0.0,0.0,0.0,0.0,0.0,33.21454545454546,41.09818181818182,33.525,36.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.02087994034304,2.0,-6.9622222222222225,-0.016993333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014171826714085567,-0.0014171826714085567,-0.0014171826714085567,-0.0014171826714085567,-1.2444104814779477,-2.055018495215041,-3.1267585726651133,-3.9203912706292905,-0.14171826714085567,-0.14171826714085567,-0.14171826714085567,0.1730258494020104,9.846974150597989,10.565022878733537,0.0,0.0,0.0,9,16,6.233333333333333,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018925056775170326,60.0,56.0,1.0,1.0,0.0,0.0,-0.2527,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6560590289905073,-0.754709580222772,0.05978247270482847,0.15344454429242238,0.5274534991640527,0.0,0.0,1.4339771660456149,1.2691269566006491,1.5988273754905806,0.0,0.0,0.0,0.0,0.0,-47.650000000001455,0.2203433595580157,0.0,0.7307692307692307,0.631578947368421,1.0,1.0,40.45,0.0,0.0,0.0,-417832.0,542262.0,247640.0,373957.0,-43875.0,42167261.0,34756129.0,-417832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 09:17:00+00:00,NSE,1.0543935008716105,2.706327171259156,0.0,143.54999999999927,0.0,10.13,26133.25,26232.9,14069250.0,4658875.0,12608440.0,0.03027736555501052,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,7.883636363636363,2.5489999999999995,0.0,26150.0,0.0,0.0,0.0,0.0,0.0,0.0,33.21454545454546,41.09818181818182,33.525,36.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.02087994034304,2.0,-42.74,-0.006666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001407632922948876,-0.001407632922948876,-0.001407632922948876,-0.001407632922948876,-0.8340082077455097,-1.5295247784930388,-2.418042704605218,-3.0646860077460714,-0.1407632922948876,-0.1407632922948876,-0.1407632922948876,0.17340058767901761,9.846599412320982,10.565022878733537,0.0,0.0,0.0,9,17,6.216666666666667,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018925056775170326,60.0,56.0,1.0,1.0,0.0,0.0,-0.2527,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6527597524627223,-0.7575649843840497,0.05978247270482847,0.15344454429242238,0.5274534991640527,0.0,0.0,1.4339771660456149,1.2691269566006491,1.5988273754905806,0.0,0.0,0.0,0.0,0.0,-58.45000000000073,0.2203433595580157,0.0,0.4666666666666667,0.8333333333333334,1.0,1.0,38.65,0.0,0.0,0.0,0.0,141587.0,131081.0,0.0,0.0,271.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 09:18:00+00:00,NSE,1.0543935008716105,2.706327171259156,0.0,137.54999999999927,0.0,10.14,26130.7,26229.4,14069250.0,4658875.0,12608440.0,0.020268319090544232,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,7.883636363636363,2.5489999999999995,0.0,26150.0,0.0,0.0,0.0,0.0,0.0,0.0,33.21454545454546,41.09818181818182,33.525,36.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.02087994034304,2.0,-42.74,-0.00932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011345902963877386,-0.001205178255604733,-0.001205178255604733,-0.001205178255604733,0.7302047258604684,-0.7796897857706907,-1.4939375207903245,-1.9721632689652753,-0.11345902963877386,-0.1205178255604733,-0.1205178255604733,0.15323701214458768,9.866762987855411,10.565022878733537,0.0,0.0,0.0,9,18,6.2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018925056775170326,60.0,56.0,1.0,1.0,0.0,0.0,-0.2527,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6494480483301838,-0.7604059656000309,0.05978247270482847,0.15344454429242238,0.5274534991640527,0.0,0.0,1.4339771660456149,1.2691269566006491,1.5988273754905806,0.0,0.0,0.0,0.0,0.0,-52.45000000000073,0.2203433595580157,0.0,0.4,0.8301886792452831,1.0,1.0,37.0,0.0,0.0,0.0,-14143.0,159523.0,134874.0,17936.0,3793.0,64349.0,56442.0,-14143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 09:19:00+00:00,NSE,1.0543935008716105,2.706327171259156,0.0,142.0,0.0,10.12,26135.3,26231.9,14080560.0,4658875.0,12608440.0,0.016583170164990734,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,7.883636363636363,2.5489999999999995,0.0,26150.0,0.0,0.0,0.0,0.0,0.0,0.0,33.21454545454546,41.09818181818182,33.525,36.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.02087994034304,2.0,-42.74,-0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00021415978614625075,-0.0013598841806508055,-0.0013598841806508055,-0.0013598841806508055,-0.2707768347069539,-0.837399175752525,-1.5488654788860294,-2.034245394834612,-0.021415978614625075,-0.13598841806508055,-0.13598841806508055,0.0509272634723427,9.969072736527657,10.565022878733537,0.0,0.0,0.0,9,19,6.183333333333334,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018925056775170326,60.0,56.0,1.0,1.0,0.0,0.0,-0.2527,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6461239796429638,-0.7632324697825289,0.05978247270482847,0.15344454429242238,0.5274534991640527,0.0,0.0,1.4339771660456149,1.2691269566006491,1.5988273754905806,0.0,0.0,0.0,0.0,0.0,-56.900000000001455,0.2203433595580157,0.0,0.4117647058823529,0.7192982456140351,1.0,1.0,35.5,0.0,0.0,0.0,-14142.0,159523.0,134875.0,17936.0,3794.0,95678.0,75054.0,-14142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 09:20:00+00:00,NSE,1.0543935008716105,2.706327171259156,0.0,91.80000000000291,0.0,10.12,26134.2,26234.0,14080560.0,4658875.0,12608440.0,0.016583170164990734,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,7.883636363636363,2.5489999999999995,0.0,26150.0,0.0,0.0,0.0,0.0,0.0,0.0,33.21454545454546,41.09818181818182,33.525,36.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.02087994034304,2.0,0.042222222222222223,-0.017024444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00021415978614625075,-0.0013598841806508055,-0.0013598841806508055,-0.0013598841806508055,-0.2707768347069539,-0.837399175752525,-1.5488654788860294,-2.034245394834612,-0.021415978614625075,-0.13598841806508055,-0.13598841806508055,0.0509272634723427,9.969072736527657,10.565022878733537,0.0,0.0,0.0,9,20,6.166666666666667,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018925056775170326,60.0,56.0,1.0,1.0,0.0,0.0,-0.2527,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6427876096865395,-0.7660444431189779,0.05978247270482847,0.15344454429242238,0.5274534991640527,0.0,0.0,1.4339771660456149,1.2691269566006491,1.5988273754905806,0.0,0.0,0.0,0.0,0.0,-56.900000000001455,0.2203433595580157,0.0,0.4117647058823529,0.7192982456140351,1.0,1.0,35.5,0.0,0.0,0.0,-14142.0,159523.0,134875.0,17936.0,3794.0,95678.0,75054.0,-14142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 09:21:00+00:00,NSE,1.0543935008716105,2.706327171259156,0.0,91.80000000000291,0.0,10.11,26143.85,26232.9,14080560.0,4658875.0,12608440.0,0.02454419371595804,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,7.883636363636363,2.5489999999999995,0.0,26150.0,0.0,0.0,0.0,0.0,0.0,0.0,33.21454545454546,41.09818181818182,33.525,36.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.02087994034304,2.0,0.042222222222222223,-0.017024444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.781604974390952e-05,-0.0013598841806508055,-0.0013598841806508055,-0.0013598841806508055,-0.6580226883311364,-0.5454299172440674,-1.2357591892743056,-1.676124688234791,0.004781604974390952,-0.13598841806508055,-0.13598841806508055,0.03248827644183079,9.98751172355817,10.565022878733537,0.0,0.0,0.0,9,21,6.15,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018925056775170326,60.0,56.0,1.0,1.0,0.0,0.0,-0.2527,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6394390019805848,-0.7688418320734595,0.05978247270482847,0.15344454429242238,0.5274534991640527,0.0,0.0,1.4339771660456149,1.2691269566006491,1.5988273754905806,0.0,0.0,0.0,0.0,0.0,-56.900000000001455,0.2203433595580157,0.0,0.47058823529411764,0.8518518518518519,1.0,1.0,39.0,0.0,0.0,0.0,-13393.0,179829.0,155930.0,38242.0,24849.0,153220.0,122257.0,-13393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 09:22:00+00:00,NSE,1.0543935008716105,2.706327171259156,0.0,91.80000000000291,0.0,10.13,26153.05,26256.0,14084005.0,4658875.0,12608440.0,0.0,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,7.883636363636363,2.5489999999999995,0.0,26150.0,0.0,0.0,0.0,0.0,0.0,0.0,33.21454545454546,41.09818181818182,33.525,36.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.02087994034304,2.0,0.042222222222222223,-0.017024444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015489259823742163,-0.0012893071549862078,-0.0013598841806508055,-0.0013598841806508055,0.0,-0.38151309332003025,-1.007813901388775,-1.424628123442961,-0.015489259823742163,-0.13598841806508055,-0.13598841806508055,0.021294211680341183,9.998705788319658,10.565022878733537,0.0,0.0,0.0,9,22,6.133333333333334,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018925056775170326,60.0,56.0,1.0,1.0,0.0,0.0,-0.2527,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6360782202777642,-0.7716245833877198,0.05978247270482847,0.15344454429242238,0.5274534991640527,0.0,0.0,1.4339771660456149,1.2691269566006491,1.5988273754905806,0.0,0.0,0.0,0.0,0.0,-56.900000000001455,0.2203433595580157,0.0,0.42857142857142855,0.8867924528301887,1.0,1.0,38.5,0.0,0.0,0.0,-13395.0,179831.0,155930.0,38244.0,24849.0,166199.0,134183.0,-13395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 09:23:00+00:00,NSE,1.0543935008716105,2.706327171259156,0.0,91.80000000000291,0.0,10.13,26144.95,26248.8,14084005.0,4658875.0,12608440.0,0.0,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,7.883636363636363,2.5489999999999995,0.0,26150.0,0.0,0.0,0.0,0.0,0.0,0.0,33.21454545454546,41.09818181818182,33.525,36.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.02087994034304,2.0,0.042222222222222223,-0.017024444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00021415978614625075,-0.0013598841806508055,-0.0013598841806508055,0.0,-0.1985835401912059,-0.9120825738501668,-1.322556878044519,0.0,-0.13598841806508055,-0.13598841806508055,0.0,10.02,10.565022878733537,0.0,0.0,0.0,9,23,6.116666666666666,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018925056775170326,60.0,56.0,1.0,1.0,0.0,0.0,-0.2527,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6327053285625162,-0.7743926440821856,0.05978247270482847,0.15344454429242238,0.5274534991640527,0.0,0.0,1.4339771660456149,1.2691269566006491,1.5988273754905806,0.0,0.0,0.0,0.0,0.0,-56.900000000001455,0.2203433595580157,0.0,0.5625,0.8867924528301887,1.0,1.0,41.5,0.0,0.0,0.0,-13396.0,179831.0,155929.0,38244.0,24848.0,229848.0,170845.0,-13396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 09:24:00+00:00,NSE,1.0543935008716105,2.706327171259156,0.0,91.80000000000291,0.0,10.13,26157.1,26234.9,14064115.0,4658875.0,12608440.0,0.0,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,7.883636363636363,2.5489999999999995,0.0,26150.0,0.0,0.0,0.0,0.0,0.0,0.0,33.21454545454546,41.09818181818182,33.525,36.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.02087994034304,2.0,0.042222222222222223,-0.017024444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.781604974390952e-05,-0.0013598841806508055,-0.0013598841806508055,0.0,-0.43781848064832407,-0.7426374622498052,-1.1493537614434972,0.0,-0.13598841806508055,-0.13598841806508055,0.0,10.02,10.565022878733537,0.0,0.0,0.0,9,24,6.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018925056775170326,60.0,56.0,1.0,1.0,0.0,0.0,-0.2527,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6293203910498377,-0.7771459614569707,0.05978247270482847,0.15344454429242238,0.5274534991640527,0.0,0.0,1.4339771660456149,1.2691269566006491,1.5988273754905806,0.0,0.0,0.0,0.0,0.0,-56.900000000001455,0.2203433595580157,0.0,0.6666666666666666,0.9607843137254902,1.0,1.0,44.5,0.0,0.0,0.0,-15804.0,195279.0,168969.0,53692.0,37888.0,268458.0,198032.0,-15804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
